Taxa	BMI change per day (kg/m2)_All	BMI change per day (kg/m2)_CEED	BMI change per day (kg/m2)_ACUTE
Photorhabdus asymbiotica	0.514594321961711	0.999988768866776	0.815208186639317
Photorhabdus laumondii	0.763891236193649	0.999988768866776	0.793261042202791
Photorhabdus thracensis	0.84540997689348	0.999988768866776	0.867111069199228
Phreatobacter cathodiphilus	0.123726747138304	0.999988768866776	0.0329511177217836
Phreatobacter sp. NMCR1094	0.0337091795090393	0.999988768866776	0.00808343539269438
Phreatobacter stygius	0.0454442585920498	0.999988768866776	0.0156116205971114
Phycicoccus dokdonensis	0.187488048475074	0.999988768866776	0.182117646577819
Phycicoccus sp. HDW14	0.487240220385356	0.999988768866776	0.348897356282163
Phycisphaera mikurensis	0.115030458779623	0.999988768866776	0.0612510596163116
Phycisphaerae bacterium RAS2	0.0562015553293112	0.999988768866776	0.0173752713496196
Phyllobacterium zundukense	0.167152534160069	0.999988768866776	0.0662640199771614
Phytobacter ursingii	0.0562015553293112	0.999988768866776	0.0371719728899272
Pichia kudriavzevii	0.790652060659738	0.999988768866776	0.734793106162969
Picrophilus torridus	0.469507755293831	0.999988768866776	0.437049797039269
Pigmentiphaga aceris	0.104279697842343	0.999988768866776	0.0304565840341922
Pigmentiphaga sp. H8	0.0535175217418752	0.999988768866776	0.0199137774436511
Pimelobacter simplex	0.16048625985164	0.999988768866776	0.0633042447268013
Pirellula sp. SH-Sr6A	0.491937302239736	0.999988768866776	0.584686794118459
Pirellula staleyi	0.0562015553293112	0.999988768866776	0.0102313422755857
Piscirickettsia salmonis	0.766140812662262	0.999988768866776	0.793994825724794
Pistricoccus aurantiacus	0.140908352021976	0.999988768866776	0.0628121526771608
Planctomyces sp. SH-PL14	0.042957560928143	0.999988768866776	0.0222685033044828
Planctomyces sp. SH-PL62	0.056512378394177	0.999988768866776	0.018223115512063
Planctomycetales bacterium	0.115211597244444	0.999988768866776	0.0390900085198286
Planctomycetales bacterium 10988	0.449874136130818	0.999988768866776	0.448565634254242
Planctomycetes bacterium	0.0362713137855213	0.999988768866776	0.0066569670480567
Planctomycetes bacterium EC9	0.206761194204914	0.999988768866776	0.137555116478249
Planctomycetes bacterium ETA_A1	0.042957560928143	0.999988768866776	0.00915731413741266
Planctomycetes bacterium ETA_A8	0.156147162712664	0.999988768866776	0.0569509395788193
Planctomycetes bacterium ElP	0.0400250240582146	0.999988768866776	0.0169898507261416
Planctomycetes bacterium Enr10	0.458041783108363	0.999988768866776	0.36290915617365
Planctomycetes bacterium Enr13	0.063160151089289	0.999988768866776	0.010944482277966
Planctomycetes bacterium Enr17	0.855047878420342	0.999988768866776	0.929511356646976
Planctomycetes bacterium FF011L	0.635753002100672	0.999988768866776	0.517104693108817
Planctomycetes bacterium HG15A2	0.623907466022308	0.999988768866776	0.479523611393511
Planctomycetes bacterium I41	0.0861893330292266	0.999988768866776	0.046326226528023
Planctomycetes bacterium K22_7	0.477191235738015	0.999988768866776	0.38858597269814
Planctomycetes bacterium K23_9	0.421688899920876	0.999988768866776	0.193420198127422
Planctomycetes bacterium KS4	0.254286969681854	0.999988768866776	0.0863136596700707
Planctomycetes bacterium Mal33	0.207601807405196	0.999988768866776	0.130003051211918
Planctomycetes bacterium Mal35	0.57395986197789	0.999988768866776	0.305945115317184
Planctomycetes bacterium Mal4	0.960586807926324	0.999988768866776	0.981695426694633
Planctomycetes bacterium Mal48	0.251254765742659	0.999988768866776	0.0564400737222785
Planctomycetes bacterium Mal52	0.0477120109415701	0.999988768866776	0.0232938150469102
Planctomycetes bacterium MalM14	0.766140812662262	0.999988768866776	0.330857192336841
Planctomycetes bacterium MalM25	0.165126593808408	0.999988768866776	0.0515514234621928
Planctomycetes bacterium Pan110	0.855410447698969	0.999988768866776	0.406803570984456
Planctomycetes bacterium Pan153	0.232545454355769	0.999988768866776	0.0841032233556098
Planctomycetes bacterium Pan161	0.25984192829064	0.999988768866776	0.110248515027006
Planctomycetes bacterium Pan181	0.191689554128505	0.999988768866776	0.0745291281182657
Planctomycetes bacterium Pan189	0.111146417131809	0.999988768866776	0.0512981877511305
Planctomycetes bacterium Pan216	0.219262917458645	0.999988768866776	0.0873832848227069
Planctomycetes bacterium Pan241w	0.825199241825169	0.999988768866776	0.674419918466975
Planctomycetes bacterium Pan258	0.754200538504502	0.999988768866776	0.776890890743527
Planctomycetes bacterium Pan265	0.993820452102789	0.999988768866776	0.614530099825148
Planctomycetes bacterium Pan44	0.112899751438087	0.999988768866776	0.0375755687782183
Planctomycetes bacterium Pla110	0.485467905597104	0.999988768866776	0.540922658047164
Planctomycetes bacterium Pla163	0.109673425943707	0.999988768866776	0.0820978623620019
Planctomycetes bacterium Pla175	0.0455442627331964	0.999988768866776	0.0142390575950769
Planctomycetes bacterium Pla85_3_4	0.105907844252435	0.999988768866776	0.0456737134775342
Planctomycetes bacterium Poly24	0.479340014216993	0.999988768866776	0.236096352314649
Planctomycetes bacterium Poly30	0.0885981219539914	0.999988768866776	0.0390900085198286
Planctomycetes bacterium Q31a	0.0297056669613635	0.999988768866776	0.0057576673717741
Planctomycetes bacterium SRT547	0.980334935435695	0.999988768866776	0.968232882311345
Planctomycetes bacterium SV_7m_r	0.13466597702592	0.999988768866776	0.0651824821895547
Planctomycetes bacterium TBK1r	0.614769125084697	0.999988768866776	0.313490710662078
Planctomycetes bacterium V144	0.982198590245085	0.999988768866776	0.774178362000958
Planctomycetes bacterium V202	0.383401207227425	0.999988768866776	0.590799748429809
Planctomycetes bacterium V22	0.484811595517415	0.999988768866776	0.237494914459282
Planctomycetes bacterium V6	0.0868756677969648	0.999988768866776	0.058606498964126
Planctopirus ephydatiae	0.0652511080574621	0.999988768866776	0.0329511177217836
Planctopirus limnophila	0.908265738828227	0.999988768866776	0.400809071341869
Planktothrix agardhii	0.505113027504389	0.999988768866776	0.44003984367047
Planococcus antarcticus	0.808015744471957	0.999988768866776	0.806824111955345
Planococcus donghaensis	0.692760676618547	0.999988768866776	0.622047144181294
Planococcus faecalis	0.797669891012578	0.999988768866776	0.906192831292788
Planococcus halocryophilus	0.441822135559832	0.999988768866776	0.375498767161843
Planococcus kocurii	0.732986200443469	0.999988768866776	0.806859966791876
Planococcus maritimus	0.897446064368207	0.999988768866776	0.806859966791876
Planococcus plakortidis	0.190221009318917	0.999988768866776	0.0716024825599485
Planococcus rifietoensis	0.845359334930651	0.999988768866776	0.887968522348653
Planococcus sp. MB-3u-03	0.748089682774088	0.999988768866776	0.472842143820299
Planococcus sp. PAMC 21323	0.903896895243775	0.999988768866776	0.894676432649442
Planococcus sp. Y42	0.855643906804034	0.999988768866776	0.932781601394988
Planococcus versutus	0.819652598039611	0.999988768866776	0.942540013363889
Plantactinospora sp. BB1	0.042587861081335	0.999988768866776	0.0305728285961068
Plantactinospora sp. BC1	0.263533908552452	0.999988768866776	0.294452087726378
Plantactinospora sp. KBS50	0.0628556119122561	0.999988768866776	0.0206130231750329
Plantibacter flavus	0.0587741781320386	0.999988768866776	0.0344186776567913
Plantibacter sp. M259	0.161674552750416	0.999988768866776	0.122117293187593
Plantibacter sp. PA-3-X8	0.288173412107763	0.999988768866776	0.378828617986582
Plautia stali symbiont	0.0923875589438361	0.999988768866776	0.0765444389687729
Plesiomonas shigelloides	0.462108402906967	0.999988768866776	0.253274770470398
Pleurocapsa minor	0.859837823186292	0.999988768866776	0.904180989319623
Pluralibacter gergoviae	0.0942215012995903	0.999988768866776	0.0941783635183738
Pochonia chlamydosporia	0.38340230919541	0.999988768866776	0.284883698795624
Polaribacter reichenbachii	0.704367560446443	0.999988768866776	0.867111069199228
Polaribacter sp. ALD11	0.524563699045699	0.999988768866776	0.423799360550877
Polaribacter sp. BM10	0.502508574893783	0.999988768866776	0.656214941304347
Polaribacter sp. Hel1_33_78	0.630214832146385	0.999988768866776	0.567929321384956
Polaribacter sp. KT 15	0.396162669367303	0.999988768866776	0.623791895958008
Polaribacter sp. KT25b	0.769528188671626	0.999988768866776	0.96677844130402
Polaribacter sp. L3A8	0.57119346914472	0.999988768866776	0.809739226352412
Polaribacter sp. MED152	0.415274405704661	0.999988768866776	0.549498398001977
Polaribacter sp. SA4-10	0.212860588296775	0.999988768866776	0.365023267986769
Polaribacter sp. SA4-12	0.593511625503383	0.999988768866776	0.607318478834388
Polaribacter vadi	0.411520243550505	0.999988768866776	0.77499399742381
Polaromonas naphthalenivorans	0.209676758477414	0.999988768866776	0.131272896873526
Polaromonas sp. JS666	0.0742228214675998	0.999988768866776	0.0284243303680795
Polymorphum gilvum	0.042957560928143	0.999988768866776	0.00835684396473037
Polynucleobacter acidiphobus	0.812589876556265	0.999988768866776	0.832568271073723
Polynucleobacter asymbioticus	0.958857369389021	0.999988768866776	0.756371031878482
Polynucleobacter difficilis	0.209967121780487	0.999988768866776	0.0675989491489849
Polynucleobacter duraquae	0.244858169767826	0.999988768866776	0.301986415209877
Polynucleobacter necessarius	0.741838529989055	0.999988768866776	0.848128533031697
Polynucleobacter paneuropaeus	0.842778687870616	0.999988768866776	0.520052322035419
Pontibacillus sp. HMF3514	0.895409019502273	0.999988768866776	0.665902485671478
Pontibacter actiniarum	0.311089464492543	0.999988768866776	0.0635006202481982
Pontibacter akesuensis	0.382698850156592	0.999988768866776	0.16662064126628
Pontibacter korlensis	0.617453181430969	0.999988768866776	0.226589835477547
Pontibacter sp. BT214	0.719254620659452	0.999988768866776	0.977067847875501
Pontibacter sp. BT326	0.0931832013680778	0.999988768866776	0.0308350183410339
Pontibacter sp. SGAir0037	0.959255898188696	0.999988768866776	0.850561911550999
Pontimonas salivibrio	0.548249206452092	0.999988768866776	0.35487151704206
Porphyrobacter neustonensis	0.109230933760353	0.999988768866776	0.0313933705048492
Porphyrobacter sp. CACIAM 03H1	0.137633851822404	0.999988768866776	0.0127934624198347
Porphyrobacter sp. HT-58-2	0.370272978534765	0.999988768866776	0.409628637459006
Porphyrobacter sp. LM 6	0.199948237108566	0.999988768866776	0.176074686765303
Porphyrobacter sp. YT40	0.998139563079471	0.999988768866776	0.813924813906165
Porphyromonas asaccharolytica	0.90262425860573	0.999988768866776	0.447391187772164
Porphyromonas cangingivalis	0.815964839343447	0.999988768866776	0.632491559493062
Porphyromonas crevioricanis	0.938957691563137	0.999988768866776	0.535990896252039
Porphyromonas gingivalis	0.636351599693531	0.999988768866776	0.157801295105807
Pradoshia sp. D12	0.897959219540188	0.999988768866776	0.901608148971208
Pragia fontium	0.328344485014022	0.999988768866776	0.0972992222896526
Pragia sp. CF-458	0.730236874370776	0.999988768866776	0.70947650616781
Prauserella marina	0.042957560928143	0.999988768866776	0.00860114169859641
Prevotella dentalis	0.428082188012426	0.999988768866776	0.301831769457694
Prevotella denticola	0.959718803520003	0.999988768866776	0.850815417516046
Prevotella enoeca	0.802574394702168	0.999988768866776	0.967694501632555
Prevotella fusca	0.849397655970051	0.999988768866776	0.767178041382775
Prevotella intermedia	0.771732763898353	0.999988768866776	0.451397029621051
Prevotella jejuni	0.98277701769643	0.999988768866776	0.736810775423041
Prevotella melaninogenica	0.65547479276803	0.999988768866776	0.499871136917725
Prevotella oris	0.988088181702239	0.999988768866776	0.760089629627541
Prevotella ruminicola	0.710675544491755	0.999988768866776	0.375173864920507
Prevotella scopos	0.888434104612355	0.999988768866776	0.820942539149482
Prevotella sp. oral taxon 299	0.736252272323148	0.999988768866776	0.627930813085062
Prochlorococcus marinus	0.972170361309824	0.999988768866776	0.692636360965773
Prochlorococcus sp. MIT 0604	0.498173236307771	0.999988768866776	0.559166558913423
Prochlorococcus sp. MIT 0801	0.900082345931435	0.999988768866776	0.929693539698101
Prolixibacteraceae bacterium WC007	0.218984578028386	0.999988768866776	0.443779692884414
Propionibacterium acidifaciens	0.945580347743846	0.999988768866776	0.880973036707355
Propionibacterium australiense	0.0881479144433449	0.999988768866776	0.0636682860830771
Propionibacterium freudenreichii	0.158777735395133	0.999988768866776	0.267064482637622
Propioniciclava sp. HDW11	0.0640629074617356	0.999988768866776	0.0316106646099346
Propionimicrobium sp. Marseille-P3275	0.246765156129063	0.999988768866776	0.129360488722272
Prosthecochloris aestuarii	0.953948582645499	0.999988768866776	0.677681664711501
Prosthecochloris sp. CIB 2401	0.239559535401732	0.999988768866776	0.0801174094464283
Prosthecochloris sp. GSB1	0.739937452036157	0.999988768866776	0.621472772933167
Prosthecochloris sp. HL-130-GSB	0.777696061297841	0.999988768866776	0.527808059951185
Protaetiibacter intestinalis	0.0400250240582146	0.999988768866776	0.00793243963426738
Proteiniphilum saccharofermentans	0.769441097473376	0.999988768866776	0.749932044413572
Proteus cibarius	0.763891236193649	0.999988768866776	0.932781601394988
Proteus columbae	0.982948206189039	0.999988768866776	0.972743206206235
Proteus hauseri	0.778302711017317	0.999988768866776	0.894343001104267
Proteus mirabilis	0.812589876556265	0.999988768866776	0.894371884136791
Proteus sp. CD3	0.95761773493845	0.999988768866776	0.773466094322644
Proteus sp. ZN5	0.513350490953975	0.999988768866776	0.519399817613032
Proteus vulgaris	0.603232083868241	0.999988768866776	0.629787716775503
Providencia alcalifaciens	0.751241800233703	0.999988768866776	0.937810965569364
Providencia heimbachae	0.648341490473032	0.999988768866776	0.738987524908
Providencia rettgeri	0.701179078473574	0.999988768866776	0.528806243126542
Providencia rustigianii	0.686516763879179	0.999988768866776	0.815208186639317
Providencia sneebia	0.909452250256014	0.999988768866776	0.90756126002823
Providencia sp. WCHPHu000369	0.97902512235382	0.999988768866776	0.851424273079053
Providencia stuartii	0.570665721695242	0.999988768866776	0.781386956652921
Providencia vermicola	0.579530645547804	0.999988768866776	0.639171881381348
Pseudactinotalea sp. HY158	0.143770203984438	0.999988768866776	0.0706731758500505
Pseudanabaena sp. ABRG5-3	0.984838121890401	0.999988768866776	0.862154456887458
Pseudanabaena sp. PCC 7367	0.413908985338375	0.999988768866776	0.165740126645763
Pseudarthrobacter chlorophenolicus	0.0722292504236033	0.999988768866776	0.0614420932167827
Pseudarthrobacter equi	0.173374236525537	0.999988768866776	0.0733130966594932
Pseudarthrobacter phenanthrenivorans	0.0541109628729561	0.999988768866776	0.0279753385318071
Pseudarthrobacter sp. NIBRBAC000502770	0.0851396776017996	0.999988768866776	0.0398652572187821
Pseudarthrobacter sp. NIBRBAC000502771	0.368080581734942	0.999988768866776	0.191252417004409
Pseudarthrobacter sp. NIBRBAC000502772	0.0818197264171661	0.999988768866776	0.0246973081986004
Pseudarthrobacter sp. YJ56	0.242648731983899	0.999988768866776	0.0590640362589362
Pseudarthrobacter sulfonivorans	0.122418655409193	0.999988768866776	0.0515436241257394
Pseudescherichia vulneris	0.432550425116987	0.999988768866776	0.646700797266988
Pseudoalteromonas agarivorans	0.68891083999058	0.999988768866776	0.549176874314203
Pseudoalteromonas aliena	0.788591460099463	0.999988768866776	0.562894101941291
Pseudoalteromonas arctica	0.488922674083229	0.999988768866776	0.73025322300086
Pseudoalteromonas atlantica	0.437272880036559	0.999988768866776	0.783498487813439
Pseudoalteromonas carrageenovora	0.864768348518675	0.999988768866776	0.974857542723765
Pseudoalteromonas donghaensis	0.541151590187042	0.999988768866776	0.532898550151068
Pseudoalteromonas espejiana	0.372803889030135	0.999988768866776	0.559737716020362
Pseudoalteromonas haloplanktis	0.727733032470891	0.999988768866776	0.649498027001365
Pseudoalteromonas luteoviolacea	0.647551341183059	0.999988768866776	0.555450904590936
Pseudoalteromonas phenolica	0.615159359870479	0.999988768866776	0.870945119604828
Pseudoalteromonas piratica	0.231130259509992	0.999988768866776	0.511382313112413
Pseudoalteromonas piscicida	0.698124817869623	0.999988768866776	0.642947376191857
Pseudoalteromonas rubra	0.48188366166112	0.999988768866776	0.399872600827941
Pseudoalteromonas ruthenica	0.331542695615614	0.999988768866776	0.288427073105682
Pseudoalteromonas sp. 16-SW-7	0.957871525121818	0.999988768866776	0.98529665524865
Pseudoalteromonas sp. A25	0.929587463403265	0.999988768866776	0.909256512285756
Pseudoalteromonas sp. DL-6	0.843124552566371	0.999988768866776	0.398288243683225
Pseudoalteromonas sp. NC201	0.547055461832167	0.999988768866776	0.89107251624027
Pseudoalteromonas sp. R3	0.452781577077369	0.999988768866776	0.211845270025619
Pseudoalteromonas spongiae	0.346500639498609	0.999988768866776	0.421458365545669
Pseudoalteromonas translucida	0.777696061297841	0.999988768866776	0.863030491976753
Pseudoalteromonas tunicata	0.938465642726664	0.999988768866776	0.954049367516745
Pseudobacter ginsenosidimutans	0.813633874882354	0.999988768866776	0.674302558455418
Pseudobutyrivibrio xylanivorans	0.447360390617957	0.999988768866776	0.470550597651442
Pseudoclostridium thermosuccinogenes	0.800319282823268	0.999988768866776	0.652744814098341
Pseudodesulfovibrio aespoeensis	0.189641039561996	0.999988768866776	0.0806437316880265
Pseudodesulfovibrio indicus	0.0362713137855213	0.999988768866776	0.00757384864485457
Pseudodesulfovibrio piezophilus	0.306976934360522	0.999988768866776	0.121010043237553
Pseudodesulfovibrio profundus	0.945802424009244	0.999988768866776	0.490197777042345
Pseudodesulfovibrio sp. SRB007	0.292236562730233	0.999988768866776	0.169835717763964
Pseudogulbenkiania sp. NH8B	0.162178776872218	0.999988768866776	0.0755814325875894
Pseudohalocynthiibacter aestuariivivens	0.177804174166849	0.999988768866776	0.0714736120714465
Pseudohongiella spirulinae	0.374135360201091	0.999988768866776	0.174502737521483
Pseudolabrys sp. FHR47	0.0983952319951581	0.999988768866776	0.0842682410910976
Pseudolabrys taiwanensis	0.0680564688916002	0.999988768866776	0.0141409187596796
Pseudolysobacter antarcticus	0.460478826897871	0.999988768866776	0.401860532249493
Pseudomonadaceae bacterium SI-3	0.0370985986886152	0.999988768866776	0.00776293990739088
Pseudomonas aeruginosa	0.22419499737796	0.999988768866776	0.0390900085198286
Pseudomonas agarici	0.438487488045224	0.999988768866776	0.16620076743359
Pseudomonas alcaligenes	0.294679680948361	0.999988768866776	0.127019660309488
Pseudomonas alcaliphila	0.0914280942988394	0.999988768866776	0.0175997889585527
Pseudomonas alkylphenolica	0.0562015553293112	0.999988768866776	0.0128323577604849
Pseudomonas amygdali	0.110039765761343	0.999988768866776	0.0430763576353431
Pseudomonas antarctica	0.755689844038478	0.999988768866776	0.622721955508902
Pseudomonas arsenicoxydans	0.27956793760764	0.999988768866776	0.085601110193553
Pseudomonas asplenii	0.0722292504236033	0.999988768866776	0.0280761459679215
Pseudomonas asturiensis	0.0606302140197134	0.999988768866776	0.0186541449669365
Pseudomonas azotoformans	0.489405386077163	0.999988768866776	0.518491998262759
Pseudomonas balearica	0.623907466022308	0.999988768866776	0.459058296634065
Pseudomonas brassicacearum	0.0623827804470639	0.999988768866776	0.0209601204402525
Pseudomonas brenneri	0.214080357196474	0.999988768866776	0.0951551982715973
Pseudomonas cedrina	0.144682451586924	0.999988768866776	0.0621440393598657
Pseudomonas chlororaphis	0.0559594102575907	0.999988768866776	0.0185459795775755
Pseudomonas cichorii	0.767892381063925	0.999988768866776	0.154884488325345
Pseudomonas citronellolis	0.152849580129292	0.999988768866776	0.0571976449493237
Pseudomonas coronafaciens	0.112899751438087	0.999988768866776	0.142237421046955
Pseudomonas corrugata	0.563054319639804	0.999988768866776	0.35487151704206
Pseudomonas cremoricolorata	0.588658684989937	0.999988768866776	0.324739836527183
Pseudomonas denitrificans (nomen rejiciendum)	0.0628393574625528	0.999988768866776	0.0143838295618375
Pseudomonas entomophila	0.0460781636891286	0.999988768866776	0.0304565840341922
Pseudomonas extremaustralis	0.533890778992029	0.999988768866776	0.162837163350615
Pseudomonas extremorientalis	0.372455356663305	0.999988768866776	0.138806151814724
Pseudomonas fluorescens	0.178619040522844	0.999988768866776	0.112936219680532
Pseudomonas fragi	0.751241800233703	0.999988768866776	0.719398963134159
Pseudomonas frederiksbergensis	0.445029981614555	0.999988768866776	0.246598508537162
Pseudomonas fulva	0.503246725866679	0.999988768866776	0.402186918909395
Pseudomonas furukawaii	0.14206355888061	0.999988768866776	0.075875426090848
Pseudomonas fuscovaginae	0.41854397708423	0.999988768866776	0.0652927679345342
Pseudomonas granadensis	0.528723429496619	0.999988768866776	0.086523818972889
Pseudomonas guangdongensis	0.0337091795090393	0.999988768866776	0.0057576673717741
Pseudomonas knackmussii	0.0337091795090393	0.999988768866776	0.00845068482611435
Pseudomonas koreensis	0.0831493790067402	0.999988768866776	0.0357494321087176
Pseudomonas kribbensis	0.708662378611686	0.999988768866776	0.545425883306616
Pseudomonas lactis	0.15944130642156	0.999988768866776	0.0710520876523413
Pseudomonas libanensis	0.0415647308338152	0.999988768866776	0.00747374553207288
Pseudomonas lini	0.755028960071437	0.999988768866776	0.348491349438573
Pseudomonas litoralis	0.136759398888995	0.999988768866776	0.10851477788706
Pseudomonas lundensis	0.0564332738596235	0.999988768866776	0.0152967157244909
Pseudomonas lurida	0.240691477518854	0.999988768866776	0.122953084413979
Pseudomonas luteola	0.0923875589438361	0.999988768866776	0.0320632187274184
Pseudomonas mandelii	0.303777897328062	0.999988768866776	0.0630538078597567
Pseudomonas marincola	0.692760676618547	0.999988768866776	0.548236278393948
Pseudomonas mendocina	0.342396195499536	0.999988768866776	0.204396135476155
Pseudomonas monteilii	0.0718673368473365	0.999988768866776	0.0411758020755144
Pseudomonas moraviensis	0.951300072907394	0.999988768866776	0.70911932734083
Pseudomonas mosselii	0.29545047491953	0.999988768866776	0.0782610204307126
Pseudomonas mucidolens	0.409336759437974	0.999988768866776	0.356825786605289
Pseudomonas nitroreducens	0.0400250240582146	0.999988768866776	0.0103294723008113
Pseudomonas oleovorans	0.218446585469227	0.999988768866776	0.143245367980024
Pseudomonas orientalis	0.0705159999158392	0.999988768866776	0.0207573736593346
Pseudomonas oryzae	0.0297056669613635	0.999988768866776	0.0054480595221126
Pseudomonas oryzihabitans	0.112899751438087	0.999988768866776	0.0470901265971817
Pseudomonas palleroniana	0.361792925170533	0.999988768866776	0.182874384187891
Pseudomonas parafulva	0.243598918301431	0.999988768866776	0.218224447513847
Pseudomonas pelagia	0.125585817270148	0.999988768866776	0.0344186776567913
Pseudomonas plecoglossicida	0.0353174853102263	0.999988768866776	0.00744120590280535
Pseudomonas poae	0.176960841783866	0.999988768866776	0.0569634081429378
Pseudomonas pohangensis	0.871043931624433	0.999988768866776	0.748222291444695
Pseudomonas prosekii	0.600168516924969	0.999988768866776	0.259642951969635
Pseudomonas protegens	0.0693065770201067	0.999988768866776	0.0262746569939574
Pseudomonas psychrophila	0.0523503472142597	0.999988768866776	0.00867734423100532
Pseudomonas psychrotolerans	0.102362621473915	0.999988768866776	0.0781699587445095
Pseudomonas putida	0.0759894407858543	0.999988768866776	0.0284901963421295
Pseudomonas reinekei	0.234412877941991	0.999988768866776	0.116478551435337
Pseudomonas resinovorans	0.445892133631022	0.999988768866776	0.2602783997343
Pseudomonas rhizosphaerae	0.0760759616503712	0.999988768866776	0.0348452066336559
Pseudomonas rhodesiae	0.850402188950705	0.999988768866776	0.486207064515602
Pseudomonas sabulinigri	0.118776548536622	0.999988768866776	0.0344186776567913
Pseudomonas salegens	0.32823479283708	0.999988768866776	0.200036995559912
Pseudomonas saudiphocaensis	0.589995370639464	0.999988768866776	0.181084202121626
Pseudomonas sihuiensis	0.536790904806879	0.999988768866776	0.198953584271843
Pseudomonas silesiensis	0.312692002858144	0.999988768866776	0.142237421046955
Pseudomonas simiae	0.0337091795090393	0.999988768866776	0.0118777075853431
Pseudomonas soli	0.346261285396334	0.999988768866776	0.294555889823689
Pseudomonas sp. 02C 26	0.348962421471402	0.999988768866776	0.200736167712459
Pseudomonas sp. 11K1	0.148107011541609	0.999988768866776	0.0745202283736615
Pseudomonas sp. 31-12	0.438363892180631	0.999988768866776	0.434728547941296
Pseudomonas sp. 7SR1	0.151065881931558	0.999988768866776	0.0687844642344738
Pseudomonas sp. A214	0.334982884652726	0.999988768866776	0.379399453668035
Pseudomonas sp. ACM7	0.321081178973744	0.999988768866776	0.159425101213715
Pseudomonas sp. ATCC 13867	0.0792066250084018	0.999988768866776	0.0711886167071894
Pseudomonas sp. B10	0.0575697769727841	0.999988768866776	0.0199004965582426
Pseudomonas sp. BJP69	0.868983258173065	0.999988768866776	0.656944097098502
Pseudomonas sp. C27(2019)	0.692760676618547	0.999988768866776	0.618616097152613
Pseudomonas sp. CC6-YY-74	0.217528281668985	0.999988768866776	0.10736507162036
Pseudomonas sp. CCOS 191	0.9580419665806	0.999988768866776	0.845427345420734
Pseudomonas sp. CMR5c	0.409101083963369	0.999988768866776	0.254046683604431
Pseudomonas sp. DG56-2	0.467297332243748	0.999988768866776	0.278315725909289
Pseudomonas sp. DR 5-09	0.327383423154128	0.999988768866776	0.220638388229234
Pseudomonas sp. DTU12.1	0.483704295931977	0.999988768866776	0.434728547941296
Pseudomonas sp. DTU12.3	0.327085704664185	0.999988768866776	0.112011386185958
Pseudomonas sp. DY-1	0.748620606759309	0.999988768866776	0.384406303456373
Pseudomonas sp. FDAARGOS_380	0.32823479283708	0.999988768866776	0.169369979532514
Pseudomonas sp. FGI182	0.608979210333695	0.999988768866776	0.0503219822056394
Pseudomonas sp. GR 6-02	0.0337091795090393	0.999988768866776	0.0247316827358945
Pseudomonas sp. HLS-6	0.116719029284433	0.999988768866776	0.0288488578401906
Pseudomonas sp. IB20	0.866518604209311	0.999988768866776	0.657480062110866
Pseudomonas sp. J380	0.583954514823908	0.999988768866776	0.370543527333923
Pseudomonas sp. K2W31S-8	0.0705159999158392	0.999988768866776	0.00860114169859641
Pseudomonas sp. LAB-08	0.0510031588388882	0.999988768866776	0.0067010663524107
Pseudomonas sp. LBUM920	0.212908370155889	0.999988768866776	0.157724655859012
Pseudomonas sp. LG1E9	0.046233771995246	0.999988768866776	0.0114162905956682
Pseudomonas sp. LPH1	0.697841497088713	0.999988768866776	0.743717781200282
Pseudomonas sp. LTJR-52	0.286388876960841	0.999988768866776	0.0986245959249754
Pseudomonas sp. Leaf58	0.341067879729608	0.999988768866776	0.228177354629233
Pseudomonas sp. M30-35	0.312713918235403	0.999988768866776	0.141149245367501
Pseudomonas sp. MPC6	0.945978786749664	0.999988768866776	0.83411334866649
Pseudomonas sp. NIBRBAC000502773	0.39430676431922	0.999988768866776	0.101988948213275
Pseudomonas sp. NS1(2017)	0.882329544879582	0.999988768866776	0.674419918466975
Pseudomonas sp. OIL-1	0.991308671207802	0.999988768866776	0.807101980487515
Pseudomonas sp. PE08	0.0781688625444331	0.999988768866776	0.0342980485045719
Pseudomonas sp. PONIH3	0.950482930129193	0.999988768866776	0.90756126002823
Pseudomonas sp. QZS01	0.215201378980854	0.999988768866776	0.290783380664791
Pseudomonas sp. R2A2	0.316414541635913	0.999988768866776	0.182654136583859
Pseudomonas sp. R3-18-08	0.530486723129059	0.999988768866776	0.457421886536756
Pseudomonas sp. R32	0.196932453474872	0.999988768866776	0.0610465513490742
Pseudomonas sp. R5-89-07	0.565633260348869	0.999988768866776	0.26492006998711
Pseudomonas sp. R76	0.288173412107763	0.999988768866776	0.232892991918252
Pseudomonas sp. R84	0.636981457989316	0.999988768866776	0.356107923420427
Pseudomonas sp. RU47	0.65452692431847	0.999988768866776	0.254422739340406
Pseudomonas sp. S-6-2	0.284374394468599	0.999988768866776	0.109199824783221
Pseudomonas sp. S09G 359	0.0904762503636781	0.999988768866776	0.0680723206986193
Pseudomonas sp. S150	0.153815600369023	0.999988768866776	0.0246218214260089
Pseudomonas sp. S34	0.389664710578189	0.999988768866776	0.0581658990931172
Pseudomonas sp. S35	0.240505823992667	0.999988768866776	0.0682114092578642
Pseudomonas sp. SCB32	0.0533952081827715	0.999988768866776	0.0237237794785724
Pseudomonas sp. SGAir0191	0.0957027143882881	0.999988768866776	0.024532653591169
Pseudomonas sp. SNU WT1	0.958790120900126	0.999988768866776	0.960970305636977
Pseudomonas sp. StFLB209	0.14227465219497	0.999988768866776	0.0782278498738313
