Species	t.non-ED.T1.All	p.vals.non-ED.T1.All	adj.p.vals.non-ED.T1.All	t.non-ED.T2.All	p.vals.non-ED.T2.All	adj.p.vals.non-ED.T2.All	t.T1.T2.All	p.vals.T1.T2.All	adj.p.vals.T1.T2.All	t.non-ED.T1.CEED	p.vals.non-ED.T1.CEED	adj.p.vals.non-ED.T1.CEED	t.non-ED.T2.CEED	p.vals.non-ED.T2.CEED	adj.p.vals.non-ED.T2.CEED	t.T1.T2.CEED	p.vals.T1.T2.CEED	adj.p.vals.T1.T2.CEED	t.non-ED.T1.ACUTE	p.vals.non-ED.T1.ACUTE	adj.p.vals.non-ED.T1.ACUTE	t.non-ED.T2.ACUTE	p.vals.non-ED.T2.ACUTE	adj.p.vals.non-ED.T2.ACUTE	t.T1.T2.ACUTE	p.vals.T1.T2.ACUTE	adj.p.vals.T1.T2.ACUTE
Acinetobacter equi	2.001607326	0.046819851	0.114686969	1.733920659	0.084879159	0.159809745	-0.918582737	0.361220029	0.784011988	0.505333061	0.61464538	0.93863077	-0.02039027	0.983794075	0.996146529	-1.146964429	0.259900087	0.999967035	2.732168645	0.007712894	0.0217495	2.892843721	0.005048072	0.020170513	-0.429705908	0.669555293	0.923889282
Acinetobacter guillouiae	1.405321393	0.161743038	0.270855018	0.752561936	0.453014927	0.55218844	-0.578898907	0.564369199	0.861430223	0.361529637	0.718904177	0.956816246	-0.214812326	0.830731542	0.967484847	-0.400194016	0.691672775	0.999967035	2.291623576	0.024544078	0.047706847	1.796440458	0.076690747	0.118369112	-0.431473696	0.668279628	0.923889282
Acinetobacter gyllenbergii	1.770230991	0.078387875	0.163641996	2.122999615	0.035256347	0.088547119	0.794871629	0.429163515	0.800715375	-0.457188108	0.648708003	0.941632966	0.53680377	0.592896844	0.901181564	1.294366367	0.204802088	0.999967035	3.547531259	0.000647191	0.005605308	3.363178663	0.001243108	0.009676743	0.030184678	0.976059436	0.995333477
Acinetobacter haemolyticus	2.582558521	0.010598476	0.042593151	2.084290894	0.038978741	0.094152039	-0.433161985	0.666123993	0.901312183	1.098949169	0.275370608	0.854248311	0.408796641	0.684408176	0.929548071	-0.594444783	0.556394586	0.999967035	2.207976733	0.030614038	0.055861072	2.195196572	0.031447828	0.061414978	-0.09088514	0.928005919	0.983948283
Acinetobacter indicus	2.264722767	0.024667434	0.075379736	2.837604076	0.005131893	0.025742836	0.465529979	0.642883275	0.892775014	0.836912939	0.40475525	0.881599296	1.722482558	0.089091742	0.641976447	0.808542644	0.424748897	0.999967035	2.504500184	0.014577985	0.033182736	2.597908696	0.01139804	0.032251879	0.0732067	0.941981115	0.987870083
Acinetobacter johnsonii	1.089074149	0.277534332	0.403277338	2.044902825	0.042564833	0.09982082	1.622454818	0.108847321	0.66788956	-1.000186598	0.320377172	0.8587007	0.486418839	0.628577112	0.907672536	0.914089177	0.367506493	0.999967035	1.582902809	0.119256913	0.161351003	1.860390559	0.067832076	0.107809745	1.363340574	0.179871238	0.84843959
Acinetobacter junii	0.248609681	0.803998508	0.860343417	1.233340088	0.219702375	0.32023821	1.026812208	0.30776595	0.767194283	-0.478501761	0.634259566	0.939291646	0.412219719	0.682246328	0.929548071	0.709388505	0.483220523	0.999967035	0.954944061	0.34260257	0.389882286	1.51063565	0.135482525	0.182459867	0.757915041	0.452635743	0.866663064
Acinetobacter larvae	0.860452956	0.390629604	0.513509778	1.450430383	0.148830963	0.238791198	0.568067412	0.571663756	0.863398683	-0.481465166	0.631375773	0.939291646	0.736048965	0.464043805	0.87079735	1.245973883	0.221819271	0.999967035	1.468878748	0.147087689	0.191275942	1.381084463	0.17190539	0.219290833	-0.184930615	0.854152954	0.971386803
Acinetobacter lwoffii	2.894475119	0.004253726	0.024386304	2.40644353	0.017209912	0.056200171	-0.071317972	0.943332034	0.984584983	1.099226959	0.274921167	0.854248311	1.656249747	0.102530101	0.65741703	1.085259126	0.285915425	0.999967035	2.579451477	0.0120146	0.029128031	1.652026631	0.103466777	0.147453422	-1.176888013	0.245713947	0.850407114
Acinetobacter nosocomialis	1.837285389	0.067745904	0.147312885	2.990460598	0.003227216	0.019524323	1.420457633	0.159564144	0.695015529	-0.039555632	0.968554907	0.995127107	0.689321502	0.49344096	0.878726968	0.649072544	0.520923142	0.999967035	2.197996636	0.032346234	0.05836053	3.074157715	0.003236888	0.015682232	1.279279466	0.207658987	0.850407114
Acinetobacter oleivorans	1.422338589	0.156588853	0.264261358	2.388532862	0.018106799	0.058004374	2.007647487	0.048235567	0.618773343	0.391643369	0.696366834	0.949560075	1.860950303	0.068235876	0.613806152	1.857064924	0.072527126	0.999967035	1.356520457	0.179900605	0.225352166	1.465097012	0.147990549	0.194904287	0.963418881	0.340724319	0.853998896
Acinetobacter pittii	2.981410942	0.003249595	0.020362172	3.969557333	0.000107201	0.002476964	1.381212589	0.171261285	0.698507784	2.196966662	0.030692852	0.536841952	2.482425524	0.015193374	0.404041971	-0.034048915	0.973049648	0.999967035	2.017577714	0.04767189	0.077769405	2.960210694	0.00425262	0.018365238	1.800971345	0.078723222	0.84843959
Acinetobacter radioresistens	0.684515349	0.494573433	0.610446178	1.288136842	0.199859172	0.297248402	0.662968117	0.509356769	0.839438326	-0.154614891	0.877554268	0.981229992	0.067278638	0.946624815	0.988777511	0.223690264	0.824420291	0.999967035	1.598499434	0.113947824	0.155378314	2.188370462	0.03189905	0.061947911	0.636838251	0.527606228	0.88246627
Acinetobacter schindleri	1.157060498	0.248809978	0.371921952	2.295933169	0.02302731	0.06625917	0.950111322	0.34506737	0.774873766	-0.006250272	0.995030828	0.999440343	2.149548348	0.035181932	0.513959962	1.866626526	0.071140177	0.999967035	1.903200424	0.060783797	0.09366131	1.837652813	0.070287205	0.110636161	-0.138688132	0.890344084	0.977357986
Acinetobacter soli	3.242904325	0.001407431	0.01207176	3.083751916	0.00243859	0.016239802	0.066966748	0.946784034	0.984584983	0.462671391	0.645021954	0.941632966	1.00400588	0.319906903	0.822188662	0.559938701	0.579420219	0.999967035	3.511443442	0.000870659	0.006426454	3.138505981	0.002584422	0.013983913	-0.187534063	0.852124052	0.971220243
Acinetobacter sp. 185	2.658595327	0.008519534	0.037301607	3.245517543	0.001415761	0.011605903	1.35863713	0.178280533	0.702463343	1.581445513	0.11774966	0.732430382	1.915621154	0.060302052	0.586968138	0.966681647	0.340952757	0.999967035	1.365823533	0.177815467	0.223243362	1.797512055	0.078055694	0.120042487	0.956031051	0.344400811	0.853998896
Acinetobacter sp. 323-1	2.781102941	0.005979877	0.029993565	1.981937005	0.049354112	0.110618077	-0.358353186	0.721072501	0.92378795	0.320671687	0.749191516	0.958319425	0.815235499	0.418196216	0.865324996	0.5810268	0.565292607	0.999967035	3.735854271	0.00036943	0.004275694	2.564443489	0.012433684	0.033942249	-0.935248704	0.354882973	0.853998896
Acinetobacter sp. ACNIH1	1.341842085	0.181405977	0.294466828	1.400598329	0.163495673	0.256552499	-0.148706368	0.882179209	0.972351842	-0.479992477	0.63253725	0.939291646	-0.571519767	0.569756618	0.897668391	-0.328970977	0.744321025	0.999967035	2.20180046	0.030542341	0.05574855	2.431459411	0.017527854	0.041458327	0.058267519	0.953805481	0.988947618
Acinetobacter sp. ACNIH2	2.84586855	0.004958962	0.026811197	2.81622071	0.005522045	0.027232944	-0.117826011	0.906516367	0.978541817	1.274651363	0.206855455	0.816105876	0.729340717	0.468207036	0.874133257	-0.430146098	0.669972448	0.999967035	3.041705554	0.003243874	0.012774905	3.275745411	0.001624845	0.011009726	0.101722378	0.91944991	0.982702663
Acinetobacter sp. LoGeW2-3	2.503073446	0.013242602	0.049430747	3.05338817	0.002707493	0.01731628	1.214571154	0.228290001	0.730653319	0.710088326	0.480303839	0.903003978	2.47330938	0.016530268	0.413572926	1.384690837	0.175726629	0.999967035	2.442291956	0.01708708	0.036867232	1.940796155	0.056237863	0.093669179	0.460555853	0.647438074	0.918550449
Acinetobacter sp. NCu2D-2	1.053365693	0.293538234	0.419944789	1.942553003	0.053743595	0.116819282	1.865698174	0.065942519	0.632222494	-0.31792342	0.751367399	0.958319425	0.773610656	0.441616392	0.869417869	1.489730838	0.146086201	0.999967035	2.152144283	0.035068413	0.061876266	2.476011254	0.015995046	0.039363462	1.209511233	0.233074509	0.850407114
Acinetobacter sp. TGL-Y2	1.040521325	0.299465731	0.426012422	1.768243816	0.078954206	0.152264912	1.263467496	0.210283305	0.718884133	-0.511371211	0.610536024	0.9381206	1.274231869	0.207054682	0.772301183	2.400861184	0.022342007	0.850560029	1.661411847	0.101417909	0.140709121	1.432538282	0.156688554	0.203618187	-0.047014604	0.962719269	0.991329569
Acinetobacter sp. TTH0-4	1.555820268	0.121564512	0.224023726	0.593950316	0.553456693	0.640323126	-1.330467184	0.187342815	0.704618985	-0.543356176	0.588872808	0.932200247	-1.708625797	0.09227592	0.650243814	-1.273945642	0.211857884	0.999967035	2.70756461	0.008580844	0.023355697	2.099492911	0.039364759	0.07216007	-0.648103705	0.520363803	0.880420706
Acinetobacter sp. WCHA45	0.563890776	0.573496958	0.679202236	1.903046026	0.058845006	0.124472153	1.444952601	0.152581822	0.695015529	-0.823625046	0.412601924	0.884500496	-0.928397575	0.356771324	0.840001468	-0.280754638	0.780705873	0.999967035	1.832000643	0.072113877	0.107025081	3.546423427	0.000733447	0.007577136	1.916508848	0.06196218	0.84843959
Acinetobacter sp. WCHA55	1.546356085	0.123698273	0.226603495	2.419550511	0.01664902	0.055113314	1.37334377	0.173683539	0.699541347	0.194738847	0.846113162	0.973149447	0.565725083	0.573630406	0.897668391	0.19275126	0.848371905	0.999967035	2.135576335	0.036934327	0.064165386	2.874182287	0.005536087	0.021162018	1.687790208	0.098693106	0.84843959
Acinetobacter sp. WCHAc010034	1.498542599	0.135815875	0.241325011	1.280673877	0.202165039	0.30003559	-0.684147745	0.495962761	0.834702961	0.309486256	0.757816087	0.959363476	0.979886544	0.330228268	0.828248173	0.09767651	0.92279842	0.999967035	1.946130633	0.055064329	0.086849473	1.239392366	0.219234224	0.267803036	-0.895582752	0.375461899	0.854975985
Acinetobacter sp. dk386	-0.051451269	0.959020448	0.973025858	-0.952309254	0.342382568	0.446390409	-0.659069237	0.511843315	0.84000838	-1.47299639	0.143934789	0.7699214	-1.131421899	0.261590945	0.797614748	0.365739177	0.716966431	0.999967035	1.929480306	0.057865011	0.090138377	0.523489392	0.602245409	0.637698606	-0.989013091	0.328189558	0.853998896
Acinetobacter tandoii	0.855802422	0.393218599	0.515957443	0.146467437	0.883747401	0.909942211	-0.845606018	0.400427024	0.789729724	-0.504229718	0.615700751	0.93863077	-0.992298444	0.325302733	0.825530735	-0.922495786	0.363173584	0.999967035	1.654591356	0.103256031	0.142831514	1.193432477	0.237014991	0.285692761	-0.412369935	0.682117053	0.926945374
Acinetobacter towneri	1.361458811	0.174995586	0.287503833	1.595857703	0.11240974	0.194876275	0.532357841	0.59603118	0.874629383	0.655590721	0.513892994	0.912215729	1.120820667	0.266541095	0.79793919	0.486469535	0.629949518	0.999967035	1.054973194	0.296284016	0.343818469	1.033275897	0.305659394	0.356228751	0.275347656	0.784368001	0.953345867
Acinetobacter ursingii	1.740965561	0.083356712	0.171080597	2.988636247	0.003277572	0.019627835	1.947097261	0.055217728	0.629416	0.829950444	0.40876224	0.882749375	1.818019199	0.074296358	0.621569132	1.709649951	0.097012433	0.999967035	1.8749847	0.064745291	0.098347725	2.647535931	0.009992215	0.029955086	1.139180039	0.260934649	0.850407114
Acinetobacter venetianus	2.17089756	0.031315973	0.088262767	3.058833766	0.002680311	0.01728187	1.066885735	0.289400857	0.756054672	0.456620812	0.649165743	0.941632966	1.824780623	0.074379304	0.621569132	1.62288477	0.114426238	0.999967035	2.664247637	0.009362275	0.024510374	2.869486023	0.005411566	0.020829284	0.143991365	0.886180016	0.977357986
Acinetobacter wuhouensis	0.204284739	0.838350807	0.885972684	1.843566721	0.067154724	0.136370463	1.852486681	0.067838653	0.639084744	-0.950954941	0.344429237	0.869758156	0.291326863	0.771957996	0.954343669	1.090392723	0.283683101	0.999967035	1.669061821	0.100618025	0.139948695	2.768105424	0.007408903	0.024956776	1.505928638	0.139396874	0.84843959
Actinoalloteichus hoggarensis	-0.523388626	0.601415441	0.704022487	0.376968459	0.706756412	0.767517025	0.261487357	0.794424041	0.947156446	-1.376214184	0.173748291	0.797579017	-0.647818289	0.520044948	0.884783078	0.384297269	0.703300132	0.999967035	1.181306501	0.24099346	0.288548396	1.858607567	0.067269132	0.107098778	0.083497152	0.933843749	0.985163333
Actinoalloteichus hymeniacidonis	2.593548699	0.010379556	0.042201591	0.850752341	0.396296601	0.497653978	-2.269008966	0.026105312	0.551685645	0.022200153	0.982346154	0.996249001	-0.272415063	0.786219505	0.958334681	-0.505821449	0.616448888	0.999967035	3.44686284	0.000900412	0.006533278	1.830426722	0.071371025	0.111937879	-2.31342475	0.025546899	0.84843959
Actinobacillus delphinicola	1.319752486	0.188549534	0.302965686	1.527099924	0.128984665	0.215042363	0.774959813	0.440767925	0.805094581	-0.398269431	0.691439087	0.947957189	-0.51099885	0.611384021	0.904347494	0.084287201	0.933353198	0.999967035	2.184065402	0.032512407	0.058518121	2.537790733	0.013365202	0.035172249	0.826525569	0.413068928	0.861485943
Actinobacillus equuli	1.648423335	0.100967904	0.196011041	2.89458653	0.004321466	0.022918617	1.51598224	0.133672306	0.684292378	-0.121414959	0.903645457	0.984559433	2.007944164	0.049101278	0.571791857	2.180003311	0.036725632	0.999967035	2.17635045	0.032891507	0.059104751	2.275045164	0.026274047	0.054085059	0.12501961	0.901090688	0.980340611
Actinobacillus indolicus	1.180115996	0.23952713	0.361906471	2.584335028	0.010675805	0.041234277	1.426218782	0.157900145	0.695015529	0.695967063	0.488892449	0.90515131	1.680116886	0.097898839	0.655170983	0.767709931	0.44828768	0.999967035	1.376336136	0.17281875	0.218202319	2.339917507	0.02210494	0.047823767	1.204054501	0.235154761	0.850407114
Actinobacillus pleuropneumoniae	1.520149455	0.130398978	0.235234509	2.3684018	0.01927221	0.059940233	0.269153363	0.78854103	0.945160889	-0.235060076	0.814751029	0.968823692	1.145576243	0.256577006	0.794080236	1.140885202	0.262384354	0.999967035	2.451321802	0.016358863	0.035793216	2.656444308	0.009757287	0.029541453	-0.284732254	0.777216123	0.951700201
Actinobacillus porcitonsillarum	4.229380869	3.78E-05	0.001289382	4.235891512	4.02E-05	0.001421432	0.432951315	0.666276365	0.901312183	2.318054364	0.023011362	0.510970634	2.87667285	0.0054985	0.30869356	1.165677298	0.252360266	0.999967035	4.174177608	7.41E-05	0.002571285	3.758010536	0.000348528	0.005284674	-0.149999442	0.881466444	0.976639594
Actinobacillus succinogenes	0.519890172	0.603853219	0.705828852	1.695931978	0.092175908	0.170034417	1.088436933	0.279841824	0.751690894	-0.29827295	0.766487649	0.959596478	0.750753833	0.45577941	0.870512078	1.033429567	0.309150291	0.999967035	0.979917323	0.330197445	0.378165547	1.634815192	0.106477616	0.151133425	0.657609718	0.514294011	0.878930306
Actinobacillus suis	-0.053759052	0.957188324	0.972054213	-0.280238504	0.779684781	0.825583542	0.350333643	0.727057434	0.924543713	-1.015313154	0.313312808	0.858137965	-0.126439142	0.899798378	0.977874565	1.670835183	0.104507903	0.999967035	1.398986101	0.165654271	0.210639771	0.513852429	0.608929382	0.643672405	-0.536523311	0.594362038	0.907025837
Actinobacteria bacterium IMCC26077	4.70467279	5.30E-06	0.000350629	5.095077231	1.13E-06	0.000149104	0.215425897	0.830012363	0.956080137	2.945054689	0.004647812	0.30037836	2.504381103	0.015803861	0.408548189	-0.272031241	0.787345528	0.999967035	3.098807373	0.002816549	0.01182355	3.896700722	0.000230711	0.004394171	0.46609556	0.643499662	0.918246758
Actinobacteria bacterium IMCC26103	0.570269886	0.569172043	0.674980856	0.507153068	0.612705545	0.688798022	-0.077420663	0.938492367	0.983572197	-0.200892152	0.841294566	0.973149447	-0.324560842	0.746611981	0.945901388	0.042565979	0.966312011	0.999967035	1.076546472	0.286229484	0.334416524	1.153830938	0.253653134	0.303053336	-0.143819861	0.88631463	0.977357986
Actinobacteria bacterium IMCC26256	2.429558209	0.016151367	0.056672538	1.843304796	0.067472059	0.136765028	-0.943069135	0.348633858	0.777135214	0.448870855	0.655016623	0.941632966	1.038622904	0.304209653	0.816980795	0.332056252	0.742012042	0.999967035	2.619691663	0.01080507	0.027095535	1.693381385	0.094880792	0.137976829	-1.528396496	0.133737628	0.84843959
Actinobacteria bacterium YIM 96077	0.927834263	0.354711468	0.480056576	0.464865089	0.642729244	0.714314965	-1.304470921	0.196009637	0.711532851	0.747145515	0.457428679	0.894984069	0.267632066	0.790054497	0.958334681	-1.415595518	0.166553608	0.999967035	1.269738981	0.208464456	0.255208249	0.985674287	0.327659956	0.377437106	-0.731458605	0.468466724	0.868836653
Actinobaculum sp. 313	2.890134523	0.004336348	0.024602571	1.766563591	0.079319612	0.152704678	-1.764815742	0.081612251	0.658891444	0.849854861	0.397993546	0.878196122	0.843717341	0.402249445	0.86371393	-0.101004451	0.920177138	0.999967035	3.12079122	0.002547097	0.011155655	1.910931198	0.060135175	0.098531269	-1.933340501	0.059795484	0.84843959
Actinomadura amylolytica	2.612751758	0.00984364	0.040808863	2.260709666	0.02529258	0.070641286	-1.001772005	0.319632656	0.768521658	0.32791017	0.744061819	0.958238454	0.97892879	0.332667098	0.828248173	0.509583624	0.613839755	0.999967035	3.109495989	0.002593915	0.011256873	2.428995538	0.017865732	0.041815672	-1.527443474	0.133973884	0.84843959
Actinomadura sp. WMMA1423	0.928541668	0.354515978	0.479999952	0.164591043	0.869510592	0.898148805	-1.160095509	0.249641347	0.736671481	-0.929031544	0.355984396	0.874491668	-0.674871599	0.502627934	0.880636033	-0.12176124	0.903849539	0.999967035	1.999598792	0.048877689	0.079386966	1.107274886	0.271861449	0.321764466	-1.230993384	0.225016235	0.850407114
Actinomadura sp. WMMB499	3.546494427	0.000507186	0.006617225	2.432698641	0.016191548	0.053989964	-2.006907889	0.048316063	0.618773343	1.547983537	0.126446288	0.747647307	0.690993585	0.492856845	0.878726968	-1.192829459	0.241705969	0.999967035	3.176598276	0.002169678	0.010254314	2.593206432	0.011825077	0.032967008	-1.614497366	0.113734828	0.84843959
Actinomyces gaoshouyii	0.254814713	0.79918918	0.856789718	1.640390177	0.103444764	0.184041613	0.933425731	0.353556328	0.781338398	-0.444462589	0.658266793	0.941632966	1.47172468	0.146618573	0.707962992	1.55452064	0.129895986	0.999967035	0.726559011	0.469623628	0.51497683	1.135718895	0.259968746	0.309231674	0.263220248	0.79363805	0.955504122
Actinomyces hongkongensis	2.760062595	0.006395012	0.031343453	2.581023009	0.010817198	0.04160691	-1.17575132	0.243364319	0.733880474	1.996921233	0.049465542	0.642077094	0.633415836	0.528652975	0.884816851	-2.021607437	0.051646385	0.999967035	1.594468552	0.115031435	0.156586998	2.229427305	0.028998876	0.057914393	-0.059759778	0.952623839	0.98861443
Actinomyces howellii	1.78944013	0.075431543	0.159531399	1.044580822	0.298234564	0.401936883	-1.295229351	0.199161798	0.712363533	0.731175168	0.466950186	0.897343419	0.126435502	0.899896886	0.977874565	-0.993325946	0.328003363	0.999967035	1.839502348	0.069460813	0.103836255	1.386290932	0.170046344	0.217268215	-0.947160706	0.34884956	0.853998896
